sido,gugun,dong,jibun,complex_name,area_m2,deal_ym,deal_day,price_만원,floor,built_year,deal_date,행정동+단지명,번호,k-아파트코드,지번주소,지번주소변경,complex_name_meta,실거래 아파트명,k-아파트명최종,매칭방법1,매칭방법2,"k-단지분류(아파트,주상복합등등)",특징1,특징2,comment,road_address,k-세대타입(분양형태),주소(시도)k-apt주소split,gugun_apt,dong_apt,addr_rest,addr_road_name,addr_road_detail,built_date_meta,k-전체동수,households_meta,coord_x,coord_y,k-전화번호,k-팩스번호,단지소개기존clob,단지첨부파일,k-관리방식,k-복도유형,k-난방방식,k-건설사(시공사),k-시행사,k-연면적,k-주거전용면적,k-관리비부과면적,k-전용면적별세대현황(60㎡이하),k-전용면적별세대현황(60㎡~85㎡이하),k-85㎡~135㎡이하,k-135㎡초과,k-홈페이지,k-등록일자,k-수정일자,고용보험관리번호,경비비관리형태,세대전기계약방법,청소비관리형태,건축면적,주차대수,기타/의무/임대/임의=1/2/3/4,단지승인일,사용허가여부,관리비 업로드,단지신청일,지번주소.1,jibun_apt,_merge
서울특별시,동대문구,휘경동,57,주공2,59.13,202408,13,67700,21,2001,2024-08-13,휘경동주공2,1396,A13087407,휘경동57,휘경동 57,휘경주공2단지,휘경동주공2,휘경주공2단지,단지명 매칭,동결합선행,아파트,동일주소,인접단지,단지명: 주공2->휘경주공2단지,서울특별시 동대문구 한천로 248,분양,서울,동대문구,휘경동,57,한천로,248,2001-11-15,7.0,800,127.0707607,37.5830037,222171045,222171046,,,위탁관리,복도식,개별난방,LH공사,LH공사,81686.0,39782.0,81686.0,800.0,0.0,0.0,,,,2025-07-27 04:22:59,,위탁,단일계약,위탁,0.0,714.0,의무,2017-08-24 13:54:27,Y,N,2013-03-07 09:46:31,휘경동 57,57,both
서울특별시,광진구,광장동,218-1,극동2,84.55,202408,10,169500,12,1989,2024-08-10,극동2,1452,A14380414,광장동218-1,광장동 218-1,극동2차아파트,극동2,광장극동2차,단지명 매칭,,아파트,동일주소,인접단지,단지명: 극동2->광장극동2차(원본 바꿀것),서울특별시 광진구 아차산로 552,분양,서울,광진구,광장동,극동2차아파트,아차산로,552,1989-03-24,11.0,896,127.1041476,37.5433615,24542096,24542097,9.0,,위탁관리,계단식,중앙난방,극동건설,대한제지,99012.0,80168.0,99012.0,0.0,756.0,84.0,,www.kukdong2.co.kr,,2025-07-27 04:16:29,90700315021,위탁,종합계약,위탁,7200.0,1344.0,의무,2016-05-03 16:38:51,Y,N,2013-03-07 09:46:29,광장동 218-1,218-1,both
서울특별시,동대문구,휘경동,57,주공1,84.82,202408,10,74000,1,2001,2024-08-10,휘경동주공1,1562,A13009002,휘경동57,휘경동 57,휘경주공1단지,휘경동주공1,휘경주공1단지,단지명 매칭,동결합선행,아파트,동일주소,인접단지,단지명: 주공1->휘경주공1단지,서울특별시 동대문구 한천로 248,분양,서울,동대문구,휘경동,57번지,한천로,248,2001-11-15,13.0,1224,127.0707607,37.5830037,222482943,222482944,,,위탁관리,계단식,개별난방,대한주택공사,"서한,신동아,두산",211420.0,116449.0,151661.0,0.0,800.0,424.0,,hgapt.co.kr,,2025-07-27 04:22:39,91202569171,위탁,단일계약,위탁,0.0,1786.0,의무,2018-07-25 17:55:10,Y,N,2013-03-07 09:46:40,휘경동 57,57,both
서울특별시,노원구,하계동,284,청구,70.69,202408,10,68000,3,1988,2024-08-10,하계동청구,1283,A13923103,하계동284,하계동 284,하계청구,하계동청구,하계청구,단지명 매칭,동결합선행,아파트,동일주소,인접단지,단지명: 청구->하계청구,서울특별시 노원구 공릉로 351,분양,서울,노원구,하계동,284번지,공릉로,351,1988-10-29,5.0,660,127.068697,37.6377945,29759961,262219961,,,위탁관리,계단식,개별난방,(주)청구주택,(주)청구주택,62776.0,51796.0,62776.0,0.0,660.0,0.0,,,,2025-07-27 04:43:41,907-00-06789-1,직영,단일계약,위탁,3390.42,400.0,의무,2015-04-08 16:47:20,Y,N,2013-03-07 09:46:25,하계동 284,284,both
서울특별시,노원구,하계동,284,한신1,27.0,202408,10,29000,8,1988,2024-08-10,하계동한신1,1893,A13993503,하계동284,하계동 284,하계한신,하계동한신1,하계한신,단지명 매칭,동결합선행,아파트,동일주소,인접단지,"단지명: 한신1, 한신2->하계한신",서울특별시 노원구 공릉로 351,분양,서울,노원구,하계동,284,공릉로,351,1988-10-29,4.0,1200,127.068697,37.6377945,29726570,262216570,,,위탁관리,복도식,지역난방,한신공영,한신공영,55504.0,40914.0,54418.0,1200.0,0.0,0.0,,,,2025-07-27 04:44:12,21780003660,직영,단일계약,위탁,0.0,330.0,의무,2015-01-21 15:53:30,Y,N,2013-03-07 09:47:03,하계동 284,284,both
서울특별시,동작구,사당동,105,극동(105),109.7,202408,10,105000,3,1993,2024-08-10,극동(105),1624,A15681503,사당동105,사당동 105,사당극동,극동(105),사당극동,단지명 매칭,,아파트,동일주소,인접단지,단지명: 극동(105) ->,서울특별시 동작구 동작대로29길 119,분양,서울,동작구,사당동,105,동작대로29길,119,1993-12-21,12.0,1550,126.9764363,37.4886826,25957010,25999603,2060.0,,위탁관리,혼합식,중앙난방,극동건설,사당4-1구역 재개발조합,177942.0,137745.0,177544.0,476.0,360.0,714.0,,,,2025-07-27 05:37:10,90700069591,위탁,단일계약,위탁,0.0,1160.0,의무,2013-06-20 17:36:50,Y,N,2013-03-07 09:46:19,사당동 105,105,both
서울특별시,동작구,사당동,105,사당우성3,84.66,202408,10,111900,4,1993,2024-08-10,사당우성3,1432,A15681501,사당동105,사당동 105,사당우성(4-3)아파트,사당우성3,사당우성3단지,단지명 매칭,,아파트,동일주소,인접단지,단지명: 사당우성3 ->,서울특별시 동작구 동작대로29길 115,분양,서울,동작구,사당동,사당우성3단지아파트 관리사무소,동작대로29길,115,1993-12-21,6.0,855,126.9764363,37.4886826,25327430,25946753,,,위탁관리,혼합식,중앙난방,우성건설(주),우성건설(주),90542.0,69743.0,90542.0,375.0,150.0,330.0,,https://openapt.seoul.go.kr/,,2025-07-27 05:37:05,90700275081,위탁,단일계약,위탁,0.0,896.0,의무,2019-04-08 14:39:26,Y,N,2013-03-07 09:46:29,사당동 105,105,both
서울특별시,동작구,사당동,105,극동(105),84.32,202408,10,104500,18,1993,2024-08-10,극동(105),1624,A15681503,사당동105,사당동 105,사당극동,극동(105),사당극동,단지명 매칭,,아파트,동일주소,인접단지,단지명: 극동(105) ->,서울특별시 동작구 동작대로29길 119,분양,서울,동작구,사당동,105,동작대로29길,119,1993-12-21,12.0,1550,126.9764363,37.4886826,25957010,25999603,2060.0,,위탁관리,혼합식,중앙난방,극동건설,사당4-1구역 재개발조합,177942.0,137745.0,177544.0,476.0,360.0,714.0,,,,2025-07-27 05:37:10,90700069591,위탁,단일계약,위탁,0.0,1160.0,의무,2013-06-20 17:36:50,Y,N,2013-03-07 09:46:19,사당동 105,105,both
서울특별시,동작구,사당동,105,극동(105),84.32,202408,10,104500,18,1993,2024-08-10,극동(105),1624,A15681503,사당동105,사당동 105,사당극동,극동(105),사당극동,단지명 매칭,,아파트,동일주소,인접단지,단지명: 극동(105) ->,서울특별시 동작구 동작대로29길 119,분양,서울,동작구,사당동,105,동작대로29길,119,1993-12-21,12.0,1550,126.9764363,37.4886826,25957010,25999603,2060.0,,위탁관리,혼합식,중앙난방,극동건설,사당4-1구역 재개발조합,177942.0,137745.0,177544.0,476.0,360.0,714.0,,,,2025-07-27 05:37:10,90700069591,위탁,단일계약,위탁,0.0,1160.0,의무,2013-06-20 17:36:50,Y,N,2013-03-07 09:46:19,사당동 105,105,both
서울특별시,강남구,개포동,185,개포주공6단지,83.21,202408,9,275000,3,1983,2024-08-09,개포주공6단지,1519,A13599303,개포동185,개포동 185,개포주공6단지,개포주공6단지,개포주공6단지,단지명 매칭,,아파트,동일주소,인접단지,단지명매칭,서울특별시 강남구 개포로 516,분양,서울,강남구,개포동,185,개포로,516,1983-10-26,9.0,1060,127.0726818,37.489122,24458907,24458906,787.0,FILE_000000000125838,위탁관리,혼합식,지역난방,현대건설(주),대한주택공사,94817.0,73333.0,94578.0,220.0,840.0,0.0,,,,2025-07-26 05:48:20,,위탁,단일계약,위탁,0.0,1100.0,의무,2018-03-19 10:55:24,Y,N,2013-03-07 09:46:38,개포동 185,185,both
서울특별시,강남구,개포동,12,성원대치2단지아파트,39.53,202408,8,132000,13,1992,2024-08-08,성원대치2단지아파트,1656,A13524009,개포동12,개포동 12,개포대치2단지,성원대치2단지아파트,개포대치2단지,단지명 매칭,,아파트,동일주소,인접단지,단지명: 성원대치2단지아파트->개포대치2단지,서울특별시 강남구 개포로109길 9,분양,서울,강남구,개포동,대치2단지관리사무소,개포로109길,9,1992-10-14,11.0,1753,127.075508,37.4946695,02-451-4533,24593805,,,위탁관리,복도식,지역난방,성원건설.진덕산업주식회사,서울특별시도시개발공사,105381.0,71853.0,100906.0,1753.0,0.0,0.0,,,,2025-07-26 05:48:05,90700321531,위탁,단일계약,위탁,8294.61,511.0,의무,2018-05-24 16:14:49,Y,N,2013-03-07 09:46:36,개포동 12,12,both
서울특별시,동작구,사당동,105,사당우성3,108.08,202408,7,119000,12,1993,2024-08-07,사당우성3,1432,A15681501,사당동105,사당동 105,사당우성(4-3)아파트,사당우성3,사당우성3단지,단지명 매칭,,아파트,동일주소,인접단지,단지명: 사당우성3 ->,서울특별시 동작구 동작대로29길 115,분양,서울,동작구,사당동,사당우성3단지아파트 관리사무소,동작대로29길,115,1993-12-21,6.0,855,126.9764363,37.4886826,25327430,25946753,,,위탁관리,혼합식,중앙난방,우성건설(주),우성건설(주),90542.0,69743.0,90542.0,375.0,150.0,330.0,,https://openapt.seoul.go.kr/,,2025-07-27 05:37:05,90700275081,위탁,단일계약,위탁,0.0,896.0,의무,2019-04-08 14:39:26,Y,N,2013-03-07 09:46:29,사당동 105,105,both
서울특별시,강남구,개포동,12,삼익대청아파트,60.0,202408,7,165000,6,1992,2024-08-07,삼익대청아파트,1409,A13594007,개포동12,개포동 12,대청,삼익대청아파트,개포대청,단지명 매칭,,아파트,동일주소,인접단지,단지명: 삼익대청아파트->대청,서울특별시 강남구 개포로109길 21,분양,서울,강남구,개포동,대청아파트 관리사무소,개포로109길,21,1992-10-14,6.0,822,127.07521,37.4941776,24514535,222262317,,,위탁관리,복도식,지역난방,삼익건설,도시개발공사,56825.0,40402.0,56825.0,822.0,0.0,0.0,,,,2025-07-26 05:48:18,21380022840,위탁,단일계약,위탁,0.0,280.0,의무,2019-07-29 15:28:46,Y,N,2013-03-07 09:46:31,개포동 12,12,both
서울특별시,강남구,개포동,12,삼익대청아파트,60.0,202408,7,165000,6,1992,2024-08-07,삼익대청아파트,1409,A13594007,개포동12,개포동 12,대청,삼익대청아파트,개포대청,단지명 매칭,,아파트,동일주소,인접단지,단지명: 삼익대청아파트->대청,서울특별시 강남구 개포로109길 21,분양,서울,강남구,개포동,대청아파트 관리사무소,개포로109길,21,1992-10-14,6.0,822,127.07521,37.4941776,24514535,222262317,,,위탁관리,복도식,지역난방,삼익건설,도시개발공사,56825.0,40402.0,56825.0,822.0,0.0,0.0,,,,2025-07-26 05:48:18,21380022840,위탁,단일계약,위탁,0.0,280.0,의무,2019-07-29 15:28:46,Y,N,2013-03-07 09:46:31,개포동 12,12,both
서울특별시,노원구,하계동,284,한신1,35.28,202408,7,39000,12,1988,2024-08-07,하계동한신1,1893,A13993503,하계동284,하계동 284,하계한신,하계동한신1,하계한신,단지명 매칭,동결합선행,아파트,동일주소,인접단지,"단지명: 한신1, 한신2->하계한신",서울특별시 노원구 공릉로 351,분양,서울,노원구,하계동,284,공릉로,351,1988-10-29,4.0,1200,127.068697,37.6377945,29726570,262216570,,,위탁관리,복도식,지역난방,한신공영,한신공영,55504.0,40914.0,54418.0,1200.0,0.0,0.0,,,,2025-07-27 04:44:12,21780003660,직영,단일계약,위탁,0.0,330.0,의무,2015-01-21 15:53:30,Y,N,2013-03-07 09:47:03,하계동 284,284,both
서울특별시,노원구,하계동,284,청구,84.97,202408,7,84500,9,1988,2024-08-07,하계동청구,1283,A13923103,하계동284,하계동 284,하계청구,하계동청구,하계청구,단지명 매칭,동결합선행,아파트,동일주소,인접단지,단지명: 청구->하계청구,서울특별시 노원구 공릉로 351,분양,서울,노원구,하계동,284번지,공릉로,351,1988-10-29,5.0,660,127.068697,37.6377945,29759961,262219961,,,위탁관리,계단식,개별난방,(주)청구주택,(주)청구주택,62776.0,51796.0,62776.0,0.0,660.0,0.0,,,,2025-07-27 04:43:41,907-00-06789-1,직영,단일계약,위탁,3390.42,400.0,의무,2015-04-08 16:47:20,Y,N,2013-03-07 09:46:25,하계동 284,284,both
서울특별시,동작구,사당동,105,극동(105),119.91,202408,6,122000,7,1993,2024-08-06,극동(105),1624,A15681503,사당동105,사당동 105,사당극동,극동(105),사당극동,단지명 매칭,,아파트,동일주소,인접단지,단지명: 극동(105) ->,서울특별시 동작구 동작대로29길 119,분양,서울,동작구,사당동,105,동작대로29길,119,1993-12-21,12.0,1550,126.9764363,37.4886826,25957010,25999603,2060.0,,위탁관리,혼합식,중앙난방,극동건설,사당4-1구역 재개발조합,177942.0,137745.0,177544.0,476.0,360.0,714.0,,,,2025-07-27 05:37:10,90700069591,위탁,단일계약,위탁,0.0,1160.0,의무,2013-06-20 17:36:50,Y,N,2013-03-07 09:46:19,사당동 105,105,both
서울특별시,강남구,개포동,12,삼익대청아파트,51.12,202408,5,141000,2,1992,2024-08-05,삼익대청아파트,1409,A13594007,개포동12,개포동 12,대청,삼익대청아파트,개포대청,단지명 매칭,,아파트,동일주소,인접단지,단지명: 삼익대청아파트->대청,서울특별시 강남구 개포로109길 21,분양,서울,강남구,개포동,대청아파트 관리사무소,개포로109길,21,1992-10-14,6.0,822,127.07521,37.4941776,24514535,222262317,,,위탁관리,복도식,지역난방,삼익건설,도시개발공사,56825.0,40402.0,56825.0,822.0,0.0,0.0,,,,2025-07-26 05:48:18,21380022840,위탁,단일계약,위탁,0.0,280.0,의무,2019-07-29 15:28:46,Y,N,2013-03-07 09:46:31,개포동 12,12,both
서울특별시,동작구,사당동,105,사당우성3,59.89,202408,4,100000,10,1993,2024-08-04,사당우성3,1432,A15681501,사당동105,사당동 105,사당우성(4-3)아파트,사당우성3,사당우성3단지,단지명 매칭,,아파트,동일주소,인접단지,단지명: 사당우성3 ->,서울특별시 동작구 동작대로29길 115,분양,서울,동작구,사당동,사당우성3단지아파트 관리사무소,동작대로29길,115,1993-12-21,6.0,855,126.9764363,37.4886826,25327430,25946753,,,위탁관리,혼합식,중앙난방,우성건설(주),우성건설(주),90542.0,69743.0,90542.0,375.0,150.0,330.0,,https://openapt.seoul.go.kr/,,2025-07-27 05:37:05,90700275081,위탁,단일계약,위탁,0.0,896.0,의무,2019-04-08 14:39:26,Y,N,2013-03-07 09:46:29,사당동 105,105,both
서울특별시,동작구,사당동,105,신동아4,59.89,202408,3,100000,6,1993,2024-08-03,사당동신동아4,1763,A15677204,사당동105,사당동 105,사당신동아4단지,사당동신동아4,사당신동아4단지,단지명 매칭,동결합선행,아파트,동일주소,인접단지,단지명: 신동아4 ->  . 단 길동 신동아4 하나 있음,서울특별시 동작구 동작대로29길 110,분양,서울,동작구,사당동,신동아4단지아파트,동작대로29길,110,1993-12-21,8.0,912,126.9764363,37.4886826,25951977,25353278,,,위탁관리,혼합식,중앙난방,신동아건설,...,91646.0,71938.0,91646.0,465.0,207.0,240.0,,,,2025-07-27 05:37:00,,직영,단일계약,위탁,0.0,613.0,의무,2015-10-05 14:00:17,Y,N,2013-03-07 09:46:39,사당동 105,105,both
서울특별시,동작구,사당동,105,극동(105),46.75,202408,3,77000,10,1993,2024-08-03,극동(105),1624,A15681503,사당동105,사당동 105,사당극동,극동(105),사당극동,단지명 매칭,,아파트,동일주소,인접단지,단지명: 극동(105) ->,서울특별시 동작구 동작대로29길 119,분양,서울,동작구,사당동,105,동작대로29길,119,1993-12-21,12.0,1550,126.9764363,37.4886826,25957010,25999603,2060.0,,위탁관리,혼합식,중앙난방,극동건설,사당4-1구역 재개발조합,177942.0,137745.0,177544.0,476.0,360.0,714.0,,,,2025-07-27 05:37:10,90700069591,위탁,단일계약,위탁,0.0,1160.0,의무,2013-06-20 17:36:50,Y,N,2013-03-07 09:46:19,사당동 105,105,both
서울특별시,강남구,개포동,12,성원대치2단지아파트,33.18,202408,3,105000,3,1992,2024-08-03,성원대치2단지아파트,1656,A13524009,개포동12,개포동 12,개포대치2단지,성원대치2단지아파트,개포대치2단지,단지명 매칭,,아파트,동일주소,인접단지,단지명: 성원대치2단지아파트->개포대치2단지,서울특별시 강남구 개포로109길 9,분양,서울,강남구,개포동,대치2단지관리사무소,개포로109길,9,1992-10-14,11.0,1753,127.075508,37.4946695,02-451-4533,24593805,,,위탁관리,복도식,지역난방,성원건설.진덕산업주식회사,서울특별시도시개발공사,105381.0,71853.0,100906.0,1753.0,0.0,0.0,,,,2025-07-26 05:48:05,90700321531,위탁,단일계약,위탁,8294.61,511.0,의무,2018-05-24 16:14:49,Y,N,2013-03-07 09:46:36,개포동 12,12,both
서울특별시,동작구,사당동,105,신동아4,59.89,202408,3,100000,6,1993,2024-08-03,사당동신동아4,1763,A15677204,사당동105,사당동 105,사당신동아4단지,사당동신동아4,사당신동아4단지,단지명 매칭,동결합선행,아파트,동일주소,인접단지,단지명: 신동아4 ->  . 단 길동 신동아4 하나 있음,서울특별시 동작구 동작대로29길 110,분양,서울,동작구,사당동,신동아4단지아파트,동작대로29길,110,1993-12-21,8.0,912,126.9764363,37.4886826,25951977,25353278,,,위탁관리,혼합식,중앙난방,신동아건설,...,91646.0,71938.0,91646.0,465.0,207.0,240.0,,,,2025-07-27 05:37:00,,직영,단일계약,위탁,0.0,613.0,의무,2015-10-05 14:00:17,Y,N,2013-03-07 09:46:39,사당동 105,105,both
서울특별시,동작구,사당동,105,극동(105),46.75,202408,3,77000,8,1993,2024-08-03,극동(105),1624,A15681503,사당동105,사당동 105,사당극동,극동(105),사당극동,단지명 매칭,,아파트,동일주소,인접단지,단지명: 극동(105) ->,서울특별시 동작구 동작대로29길 119,분양,서울,동작구,사당동,105,동작대로29길,119,1993-12-21,12.0,1550,126.9764363,37.4886826,25957010,25999603,2060.0,,위탁관리,혼합식,중앙난방,극동건설,사당4-1구역 재개발조합,177942.0,137745.0,177544.0,476.0,360.0,714.0,,,,2025-07-27 05:37:10,90700069591,위탁,단일계약,위탁,0.0,1160.0,의무,2013-06-20 17:36:50,Y,N,2013-03-07 09:46:19,사당동 105,105,both
서울특별시,동작구,사당동,105,사당우성2,59.89,202408,2,92500,1,1993,2024-08-02,사당우성2,1526,A15681502,사당동105,사당동 105,사당우성2단지,사당우성2,사당우성2단지,단지명 매칭,,아파트,동일주소,인접단지,단지명: 사당우성2 ->,서울특별시 동작구 동작대로29길 91,분양,서울,동작구,사당동,105번지,동작대로29길,91,1993-12-21,8.0,1080,126.9764363,37.4886826,25371786,25965941,,,위탁관리,혼합식,중앙난방,우성건설,사당4-2공구 재개발 조합,121345.0,91615.0,120922.0,405.0,285.0,390.0,,,,2025-07-27 05:37:08,,직영,,위탁,0.0,0.0,의무,2013-06-23 11:06:16,Y,N,2013-03-07 09:46:20,사당동 105,105,both
